1.04218	0.649659
0.785976	0.565751
0.649035	0.605505
0.525372	0.623156
0.472366	0.495067
0.42376	0.260967
0.388431	-0.061495
0.366354	-0.322099
0.414934	-0.573877
0.578378	-0.719644
0.644636	-0.856585
0.68879	-0.918416
0.78155	-0.975848
0.900813	-0.949345
1.033328	-0.834508
1.117263	-0.715244
1.196772	-0.565052
1.232101	-0.392782
1.223275	-0.171933
1.183521	-0.004063
1.174695	0.106348
1.232101	0.225612
1.316036	0.278618
1.399971	0.291869
1.501557	0.331624
1.550137	0.393482
1.461802	0.464138
1.430873	0.574576
1.435299	0.676162
1.470628	0.773349
1.338113	0.791026
1.183521	0.751272

0.75	0.0


-1.04218	0.350341
-0.785976	0.434249
-0.649035	0.394495
-0.525372	0.376844
-0.472366	0.504933
-0.42376	0.739033
-0.388431	1.061495
-0.366354	1.322099
-0.414934	1.573877
-0.578378	1.719644
-0.644636	1.856585
-0.68879	1.918416
-0.78155	1.975848
-0.900813	1.949345
-1.033328	1.834508
-1.117263	1.715244
-1.196772	1.565052
-1.232101	1.392782
-1.223275	1.171933
-1.183521	1.004063
-1.174695	0.893652
-1.232101	0.774388
-1.316036	0.721382
-1.399971	0.708131
-1.501557	0.668376
-1.550137	0.606518
-1.461802	0.535862
-1.430873	0.425424
-1.435299	0.323838
-1.470628	0.226651
-1.338113	0.208974
-1.183521	0.248728

-1.0	1.0
